Continent,Region,City,Country,Meal.inex.rest,Meal2px$$3course,McMeal,Beer0.5Res,BeerImport.33Res,CappRest,CokeRest,WaterRest,Milk1l,BreadLoaf,Ricekg,Eggs12,Cheesekg,Chickenkg,Beefkg,Appleskg,Bananakg,Orangeskg,Tomatokg,Potatokg,Onionkg,Lettuce,Water1.5lmarket,Wine$$market,BeerDomes0.5market,BeerImport0.33market,Cigs20,Busfare,Monthbuspass,Taxistart,Taxi1km,Taxi1hrwait,Fuel1l,VwGolf,ToyotaCorolla,Basicbillsapartment,1minmobile,Wifiunlimited,Gymmonth,Tennis1hr,Cinema,Preschoolmonth,Internationalprimaryyear,Jeans,Dress,Trainers,Leathershoes,1bedaptmcity,1bedaptmsuburb,3bedaptmcity,3bedaptmsuburb,sqmpriceaptmcity,sqmtpriceaptmsuburb,netmonthlysalary
Europe,Southern Europe,Novi Sad,Serbia,5.75,24.78,5.31,1.95,2.21,1.5,1.45,1.14,1.04,0.57,1.69,1.86,7.81,6.06,7.97,0.96,1.41,1.56,1.53,0.77,0.55,0.51,0.53,5.31,0.83,1.16,3.19,0.58,22.33,1.24,0.62,5.31,1.56,24429.3,19473.54,143.52,0.1,23.01,27.1,7.62,3.54,250.64,3686.27,68.58,32.08,90.05,88.15,395.74,283.01,702.42,503.16,2348.35,1650.81,604.4
Africa,Eastern Africa,Victoria,Seychelles,15.79,58.04,6.31,3.87,4.79,5.67,3.21,1.95,1.66,1.41,2.18,2.81,25.26,5.34,10.97,2.83,2.66,1.55,6.11,1.74,1.28,1.16,1.55,9.7,2.81,3.22,10.96,0.67,22.73,4.98,1.89,17.94,1.27,23776.49,37182.49,66.55,0.3,116.57,66.73,20.77,5.12,346.23,4124.2,59.1,63.32,93.73,60.14,925.42,615.73,1819.87,1199.22,1157.72,1273.74,588.89
Asia,Southeastern Asia,Singapore,Singapore,10.92,60.06,5.82,7.28,8.74,4.44,1.46,1.04,2.57,1.96,2.7,2.78,19.61,8.63,20.49,3.69,2.58,3.7,2.88,2.18,2.13,1.81,1.39,21.84,4.47,5.23,10.92,1.46,93.19,2.91,0.73,14.56,2.32,109206.71,97513.44,142.65,0.17,34.37,104.81,12.05,10.92,1089.57,24842.05,73.04,41.68,103.93,112.61,2660.73,1965.72,5317.61,3466.53,20481.89,10399.14,4497.08
Europe,Eastern Europe,Bratislava,Slovakia,8.31,46.74,7.27,2.08,2.6,2.47,1.98,1.6,0.93,1.31,1.51,2.63,11.7,6.42,12.08,1.59,1.59,2.02,3.45,1.06,0.95,1.18,0.73,5.19,0.95,1.52,4.67,0.93,31.16,4.15,1.04,16.2,1.84,23890.02,23560.04,213.5,0.07,19.45,34.61,13.23,9.35,528.99,13762.73,68.43,32.8,73.27,96.54,669.82,505.91,1200.07,870.67,4889.04,3557.49,1261.04
Europe,Southern Europe,Ljubljana,Slovenia,10.39,41.55,6.44,3.12,3.12,1.9,2.3,1.79,1.12,1.59,1.87,2.68,11.23,8.54,11.14,1.99,1.39,1.99,2.89,0.93,1.26,1.46,0.74,6.23,1.2,1.92,4.67,1.35,38.43,2.03,1.09,17.64,1.61,21802.24,24016.74,246.17,0.12,34.38,44.33,19.14,8.31,478.6,10782.97,77.38,36.22,93.9,110.88,695.79,559.26,1298.65,982.27,4532.13,3353.06,1368.51
Africa,Southern Africa,Randburg,South Africa,7.03,17.57,4.1,1.76,2.05,1.68,0.9,0.69,0.85,0.76,1.33,1.73,6.57,4.04,6.98,1.31,1.22,1.09,1.14,1.05,1.12,0.96,0.79,4.68,1.32,1.21,2.75,0.88,23.42,1.17,1.32,4.68,1.29,17887.25,20621.57,94.9,0.05,50.62,22.25,17.57,5.39,214.69,3337.39,32.2,19.13,80.5,79.78,351.3,331.79,858.74,731.88,644.06,424.49,1678.45
Africa,Southern Africa,Johannesburg,South Africa,8.78,38.06,4.36,2.34,2.34,1.87,0.92,0.74,1.09,0.9,1.51,2.14,6.76,4.57,7.19,1.61,1.46,1.55,1.52,1.4,1.22,1.02,0.98,4.68,1.45,1.76,2.93,1.9,64.15,1.76,0.92,3.17,1.47,20010.04,21367.46,107.5,0.13,49.9,31.62,7.97,5.86,228.83,4920.39,48.07,27.12,86.94,74.88,415.04,377.73,790.55,734.38,775.06,688.59,1549.63
Africa,Southern Africa,Pretoria,South Africa,7.32,35.13,4.68,1.76,2.05,1.68,0.9,0.71,1.01,0.85,1.33,1.73,6.57,4.42,6.98,1.35,1.22,1.24,1.39,1.19,1.12,0.96,0.96,4.68,1.32,1.86,2.93,2.34,48.3,1.17,1.32,4.68,1.29,17887.25,20621.57,98.09,0.11,50.62,38.38,8.56,5.86,222.82,3520.36,44.64,32.16,80.5,88.17,312.08,343.99,733.84,721.24,450.84,634.12,1389.27
Africa,Southern Africa,Cape Town,South Africa,8.78,35.13,4.1,2.34,2.63,1.84,0.91,0.69,0.94,0.98,1.45,1.87,7.09,4.59,6.49,1.48,1.42,1.36,1.48,1.09,1.09,1,0.9,4.68,1.5,1.95,2.93,1.17,30.55,0.88,0.7,2.63,1.34,18736.24,21916.66,77.47,0.08,47.51,42.76,9.44,5.86,196.08,4594.77,48.3,33.62,89.08,78.02,722.68,482.29,1415.56,953.73,2108.49,1463.59,1288.41
Africa,Southern Africa,Durban,South Africa,8.78,35.13,4.1,1.87,2.34,1.76,0.96,0.73,1.1,0.86,1.32,1.62,6.63,4.29,6.91,1.34,1.16,1.18,1.17,0.94,0.83,0.95,0.89,4.1,1.2,1.68,2.93,1.17,45.67,1.17,0.59,4.98,1.25,20317.11,23248.31,149.51,0.09,47.7,28.54,5.76,5.56,178.27,2978.77,44.5,29.05,76.58,73.55,361.06,309.42,697.12,651.87,683.09,873.72,1108.46
Asia,Eastern Asia,Seoul,South Korea,7.16,52.77,6.03,3.02,4.52,3.86,1.46,0.78,2.13,2.78,3.66,4.02,11.13,10.62,40.41,6.79,3.7,6.4,6.36,3.86,2.81,2.4,1.06,15.08,2.1,2.49,3.39,0.98,41.47,2.86,0.9,9.05,1.41,28648.67,26851.06,176.24,0.16,22.06,54.84,17.99,9.42,384.01,18283.99,56.99,45.49,70.21,108.3,809.83,583.6,2621.05,1683.74,21847.94,10832.9,2672.23
Asia,Eastern Asia,Suwon,South Korea,6.03,36.19,4.33,1.88,2.83,3.11,1.21,0.64,2.01,3.2,4.05,2.41,13.19,12.94,19.1,8.8,2.76,2.64,8.04,1.13,2.01,1.13,0.8,20.36,2.17,2.89,3.39,1.21,45.23,2.86,0.45,18.85,1.25,37695.62,22617.37,132.56,0.19,26.64,38.11,37.7,9.8,150.78,22617.37,49,22.24,60.82,113.09,477.48,251.3,640.83,376.96,6408.26,3744.43,2249.17
Asia,Eastern Asia,Daejeon,South Korea,6.03,26.39,6.03,2.45,4.52,3.14,1.41,0.84,1.56,2.74,2.29,1.68,30.16,7.31,23.52,5.28,2.89,4.22,5.4,2.14,2.14,1.76,1.21,13.19,1.42,1.81,3.39,0.94,43.35,2.49,0.75,9.05,1.3,26386.94,21080.12,95.96,0.3,20.07,28.84,18.85,9.05,512.66,26386.94,52.77,50.01,76.15,105.55,343.03,260.1,838.73,678.52,2544.45,1847.09,2009.93
Asia,Eastern Asia,Incheon,South Korea,5.28,27.52,4.37,3.02,3.77,3.5,1.24,0.69,2.75,2.7,3.91,3.35,9.49,7.31,19.58,6.01,3.52,7.04,5.78,3.27,2.26,1.51,1.13,15.08,2.26,2.51,3.39,0.96,45.23,3.88,0.59,10.2,1.32,22617.37,21964.36,128.61,0.1,20.86,32.67,37.7,8.29,226.17,24559.28,73.51,75.39,84.63,120.63,414.65,263.87,1105.74,565.43,10806.08,7539.12,2009.18
Asia,Eastern Asia,Daegu,South Korea,5.28,27.52,5.28,3.02,3.77,3.32,1.24,0.66,2.27,2.7,3.77,3.11,9.49,5.1,19.58,5.78,2.97,3.77,3.39,3.27,2.26,1.51,1.06,15.08,2.26,2.51,3.39,0.94,26.39,2.49,0.6,8.48,1.3,24803.72,23371.29,128.61,0.09,20.1,45.23,20.73,8.67,314.13,18345.2,49,41.47,81.05,87.96,348.68,216.75,1338.19,961.24,5061.98,5428.17,1833.89
Europe,Southern Europe,Madrid,Spain,12.46,51.93,8.31,3.64,3.64,2.2,2.33,1.66,0.89,1.08,1.2,2.38,10.5,7.34,11.9,2.09,1.88,1.71,1.9,1.25,1.4,1.04,0.72,5.19,1.03,1.58,5.19,1.56,56.66,3.64,1.14,22.85,1.98,25967.42,25042.03,163.71,0.17,37.21,42.61,12.09,9.35,513.51,9538.7,75.35,34.62,78.15,95.09,1041.06,827.49,1781.48,1287.54,5469.86,3667.02,2022.6
Europe,Southern Europe,Barcelona,Spain,14.54,62.32,9.35,3.12,3.64,2.32,2.15,1.49,0.98,1.48,1.33,2.59,12.13,7.34,11.97,2.04,1.96,1.8,2.28,1.38,1.5,1.05,0.8,6.23,1.14,1.7,5.19,2.49,41.55,3.12,2.08,24.93,2.02,25966.38,26447.5,168.41,0.23,39.57,45,23.4,9.35,500.8,11241.39,75.31,32.3,80.89,105.06,1075.89,840.13,1772.54,1368.73,5030.24,3059.61,1924.32
Europe,Southern Europe,Bilbao,Spain,13.24,57.13,8.31,3.12,3.12,1.63,2.07,1.27,0.89,1.51,1.3,2.6,17.03,8.41,13.76,2.02,1.87,1.71,2.55,1.16,1.64,1.06,0.88,4.67,0.92,1.83,5.27,1.25,41.55,5.06,0.93,30.12,1.7,20773.93,23526.48,130.16,0.26,34.62,48.23,12.72,8.31,429.33,7963.34,96.15,33.76,85.32,118.71,941.32,804.99,1402.24,1133.91,3921.08,2907.94,1921.45
Europe,Southern Europe,Malaga,Spain,10.39,44.14,8.31,2.86,3.12,1.8,1.86,1.26,0.81,1.02,1.27,2.36,11.17,6.54,12.09,1.58,1.32,1.18,1.51,0.97,1.03,0.98,0.7,4.15,1,1.72,5.19,1.45,41.5,4.15,0.89,19.94,1.82,25967.42,23786.15,126.57,0.19,34.41,44.66,12.76,8.41,370.04,8808.15,79.2,32.64,73.45,96.45,731.81,604.18,1136.07,948.05,3670.06,2311.1,1741.14
Europe,Southern Europe,Sevilla,Spain,10.39,41.55,8.31,2.6,2.6,1.6,1.59,1.25,0.82,0.8,1.18,2.32,11.36,7.16,12.22,2.48,2,1.88,2.23,1.18,1.84,1.08,0.6,5.19,1,1.77,5.4,1.45,36.51,2.6,1.01,21.51,1.79,25967.42,25569.25,119.27,0.21,36.54,40.25,14.8,8.31,384.32,6597.8,70.76,29.86,69.33,88.29,664.55,464.26,1025.71,758.83,3310.85,2025.46,1543.45
Europe,Southern Europe,Valencia,Spain,12.46,46.74,8.31,3.12,3.12,2.1,1.93,1.42,0.9,1.05,1.19,2.16,12.99,6.93,13.36,2.07,1.63,1.84,2.08,1.64,1.64,1.17,0.62,5.19,1.03,1.42,5.35,1.56,32.74,4.15,1.04,25.97,1.67,20221.87,20540.23,138.68,0.12,33.71,38.19,9.61,7.53,453.78,8293.42,70.31,30.38,75.51,90.45,796.93,592.06,1439.75,866.91,3318.64,1641.14,1535.37
Europe,Southern Europe,Alicante,Spain,13.45,46.74,8.31,3.12,3.12,1.84,1.46,0.72,0.88,1.32,1.14,2.08,10.41,6.32,11.57,1.47,1.62,1.06,1.76,1.2,1.02,0.93,0.58,4.15,0.98,1.68,5.19,1.51,36.35,4.15,1.27,22.33,1.69,22851.33,24409.37,134.97,0.13,31.62,36.61,9.22,8.02,363.54,6740.79,72.02,29.38,71.97,64.27,676.31,571.28,1030.04,842.3,2042.77,1710.85,1472.44
Europe,Southern Europe,Murcia,Spain,12.46,51.93,7.79,2.08,2.6,1.69,1.43,0.86,0.9,1.05,0.97,1.91,8.85,6.09,9.23,1.23,1.56,1.09,1.79,1.14,1.94,0.91,0.53,6.23,0.87,1.33,5.35,1.45,25.97,3.12,2.06,23.31,1.66,24409.37,21120.17,127.35,0.16,32.45,34.93,9.09,7.37,380.86,5193.48,76.17,30.51,70.48,81.8,629.71,640.53,1506.11,1389.26,2098.17,1714.54,1323.04
Asia,Southern Asia,Colombo,Sri Lanka,1.36,10.85,3.25,1.08,1.63,1.46,0.35,0.18,1.15,0.64,0.66,1.77,7.4,4.03,5.89,4.27,0.75,3.06,1.42,1.02,0.74,0.83,0.4,6.78,1.23,1.82,5.15,0.11,4.07,0.27,0.27,0.49,1.17,24401.99,28253.94,23.44,0.01,9.98,9.43,3.73,2.37,26.54,425.68,20.42,12.77,43.92,25.19,295.69,113.04,560.22,227.75,1732.18,1114.1,156.07
Africa,Northern Africa,Khartoum,Sudan,5,20,7,2.25,2.95,2.32,0.52,0.29,1.53,0.76,2.12,2.02,6.1,5.73,6.21,4.93,0.78,1.98,2.01,1.52,1.27,0.97,0.59,15,1,3,1.5,0.45,20,2,1,9,1.13,33000,17207.23,41.59,0.07,76.5,27.75,11.96,1.67,72.18,2334.96,17.06,70.57,56.76,40.36,520,233.6,842.59,453.67,1160,766.67,148.57
South America,South America,Paramaribo,Suriname,4.86,80,6.15,2.7,2.7,2.25,0.92,0.74,1.18,1.19,1.37,2.11,11.17,3.41,9.25,3.67,1.3,1.79,2.13,1.03,0.82,2.33,0.97,10,1.85,2.42,5.25,0.44,90,1.8,3,15,0.84,27500,7868.37,92.78,0.05,37.5,13.68,10,4.51,81.67,500,52.08,45.99,99.15,173.33,394.71,249.44,1252.41,949.36,767.07,457.74,234.55
Africa,Southern Africa,Mbabane,Swaziland,1.05,11.78,2.4,1.05,1.05,1.05,0.82,0.7,1.34,0.61,1.31,1.29,7.6,4.56,5.07,1.53,0.57,0.56,1.38,0.82,0.85,0.41,0.64,4.63,0.85,1.71,2.13,1.17,30.74,2.93,2.93,3.51,1.3,17565.23,23385.1,94.66,0.13,55.49,28.3,5.27,3.22,130.86,3446.67,55.51,29.28,97.47,111.25,423.91,292.13,681.92,467.62,234.2,175.65,800.19
Europe,Northern Europe,Stockholm,Sweden,12.38,76.21,8.57,6.67,6.67,3.87,2.28,2.05,1.43,2.74,2.73,3.62,9.32,11.67,18.14,2.93,2.39,2.49,3.85,1.33,1.24,2.21,1.39,9.53,1.94,2.18,6.62,3.72,92.4,4.76,2.71,49.77,2.13,24767.91,24690.93,98.3,0.14,33.5,41.25,33.58,14.29,132.58,7961.11,86.19,39.66,92.39,122.69,1365.56,1016.12,2274.5,1547.31,10986.5,6504.01,2981.76
Europe,Northern Europe,Gothenburg,Sweden,11.43,57.16,8.57,6.19,6.67,3.7,1.81,1.7,1.27,2.31,2.53,3.14,8.79,8.87,15.16,2.67,2.1,2.38,3.13,1.26,1.27,2.13,1.42,8.57,1.76,1.88,6.48,3.33,77.64,5.86,1.52,51.44,1.93,24291.61,24359.65,115.22,0.11,29.76,32.8,22.46,14.29,115.69,3085.24,85.98,33.96,87.64,119.35,1032.11,750.94,1514.15,1060.12,5976.82,3815.66,2773.23
Europe,Western Europe,Zurich,Switzerland,26.42,126.81,15.85,7.4,7.4,5.51,4.61,4.37,1.77,3.16,3.42,6.05,27.07,28.41,51.81,3.94,2.95,3.2,4.62,2.53,2.4,2.41,1.36,13.74,2.09,2.88,9.3,4.65,95.11,6.6,5.28,84.54,2.23,32918.44,32405.28,249.39,0.29,51.77,89.99,39.34,21.14,2903.61,31587.87,98.53,49.43,113.58,179.24,2037.85,1605.72,3904.22,2860.79,18247.34,10867.4,6570.44
Europe,Western Europe,Bern,Switzerland,26.42,105.68,15.85,6.87,5.81,4.94,4.36,4.13,1.68,2.94,2.93,6.15,23.83,28.73,57.37,4.03,3,3.52,4.12,2.23,2.09,2.11,1.29,12.68,1.84,2.11,9.51,3.8,83.48,7.4,4.12,77.67,2.03,42270.88,41319.78,202.63,0.26,52.43,68.9,35.23,21.14,2562.67,28532.84,112.15,40.51,124.17,142.66,1254.92,995.8,2465.8,1696.12,12505.13,6358.6,6143.37
Asia,Western Asia,Damascus,Syria,4,22,4.5,1.5,2.25,1.01,0.83,0.48,1.15,1.17,1.46,1.48,3.97,6.25,10.25,1.01,2.32,0.64,0.79,0.63,0.39,0.32,0.56,5,1.01,2.2,2,0.1,17,1.19,1.59,7.93,1.16,26000,33666.67,18.48,0.01,50.67,14.47,10,3,133.06,2676.54,36.19,29.5,116.22,64.64,282.72,182.54,476.27,266.42,2000,1877.4,50.24
Asia,Western Asia,Latakia,Syria,2.99,10,4.04,1,2,0.94,0.73,0.41,0.75,0.75,1.46,1.48,3.97,2.66,7.27,0.45,0.9,0.2,0.52,0.2,0.25,0.2,0.51,3,0.92,1.05,1.91,0.1,14.23,0.6,1.59,3,0.5,26000,33666.67,13.21,0.01,50.67,10.97,2,2.36,22.5,816.73,18.33,14.33,57.5,53.27,147.5,76.78,253.75,187.5,755,316.67,41.25
Asia,Eastern Asia,Hsinchu,Taiwan,3.23,22.62,4.2,1.78,1.62,2.35,0.78,0.67,2.98,2.1,3.58,2.26,15.35,5.25,11.85,3.98,2.18,3.23,3.31,3.88,3.45,2.05,1,12.92,1.62,1.68,3.72,0.73,16.15,3.23,0.65,3.3,0.96,37638.32,24553.75,57.7,0.18,25.77,41.94,19.38,9.69,684.92,13569.18,56.86,33.38,68.65,107.42,319.49,220.1,1080.28,664.32,4580.01,2712.78,2097.43
Asia,Eastern Asia,Taipei,Taiwan,5.82,38.77,4.85,1.94,2.91,2.99,1.02,0.66,3.08,1.89,2.99,3.21,16.28,8.59,18.65,4.08,2.11,2.7,3.31,2.7,2.4,1.76,1.1,12.92,1.58,2.5,4.2,0.81,41.35,2.42,0.81,9.69,1,30982.96,24693.75,81.28,0.16,25.83,39.34,14.09,10.34,665.95,14540.33,75.63,31.56,90.18,117.5,663.07,429.98,1455.64,1005.23,14608.77,8110.89,1852.65
Asia,Eastern Asia,Tainan,Taiwan,3.23,16.15,4.85,1.94,2.91,2.94,1.02,0.66,3.08,1.89,2.78,2.85,16.28,8.59,18.65,4.08,2.11,2.7,3.23,1.72,2.4,1.76,1.08,12.92,1.58,1.78,3.88,0.58,20.75,2.42,0.81,3.23,0.94,30982.96,24693.75,81.28,0.16,25.83,34.12,7,10.34,665.95,10176.88,75.63,31.56,90.18,117.5,276.41,215.38,770,651.54,5458.09,3069.22,1322.48
Asia,Eastern Asia,Kaohsiung,Taiwan,3.23,25.85,4.85,1.73,2.58,2.88,1.05,0.68,2.86,1.94,2.19,2.66,11.84,6.35,17.52,3.13,1.76,2.43,3.48,2.05,2.32,1.75,1.26,11.15,1.62,2.51,4.85,0.65,32.31,2.67,0.81,3.23,0.98,29012.2,24230.68,90.26,0.16,20.98,31.45,11.63,9.53,276.63,8480.74,63.89,24.19,72.54,108.23,340.7,211.79,854.36,534.87,4107.68,2053.84,1231.1
Asia,Eastern Asia,Taichung,Taiwan,3.39,27.46,4.85,2.26,2.26,3.21,0.99,0.63,3.14,1.77,3.5,3.11,18.31,7.55,18.85,4.44,1.55,2.71,3.39,3.26,2.14,2.41,1.07,14.54,1.75,1.99,3.55,0.65,40.45,2.75,0.52,9.69,0.99,32307.57,24058.37,57.84,0.2,24.54,31.9,8.88,9.05,444.23,13326.87,63.57,28.92,67.85,91.67,371.54,280.67,807.69,673.84,4636.71,2625.86,1121.53
Asia,Central Asia,Dushanbe,Tajikistan,3.98,11.06,4.97,1.19,1.49,1.2,0.41,0.28,0.72,0.41,1.58,1.57,5.79,3.91,6.86,1.15,2.24,2.31,1.19,0.44,0.31,0.42,0.41,5.97,1.27,1.76,1.74,0.25,6.96,0.99,0.3,2.39,0.95,14488.33,21929.59,31.33,0.02,22.2,34.94,11.18,5.22,84.51,4970.93,32.4,24.19,53.54,52.33,377.17,186.58,632.73,331.25,838.13,382,164.27
Asia,Southeastern Asia,Bangkok,Thailand,2.6,28.09,5.62,2.25,4.21,2.06,0.5,0.26,1.61,1.86,1.44,1.96,15.94,3,11.51,2.83,1.43,1.83,1.42,1.4,1.2,1.16,0.46,19.66,1.61,2.83,4.21,1.24,36.52,0.98,1.21,5.2,1.18,56184.95,25441.43,77.59,0.04,15.08,54.94,9.78,7.44,499.64,14138.64,55.5,36.41,82.87,93.22,584.77,280.92,1994.97,915.48,5229.36,2504.73,615.33
Africa,Western Africa,Lome,Togo,1.98,19.89,7.92,0.79,2.38,3.69,2.38,1.27,1.8,0.71,1.74,1.65,7.07,5.74,6.65,1.85,1.78,3.69,3.19,2.64,3.91,0.58,0.86,3.96,1.19,1.9,1.58,0.79,47.5,0.55,0.32,4.33,0.91,12667.87,3166.97,112.16,0.16,58.48,30.61,7.92,7.92,102.93,6359.27,20.06,21.64,30.09,75.48,255.34,96.99,475.05,324.61,1148.03,419.62,527.83
North America,Caribbean,Port of Spain,Trinidad And Tobago,11.34,88.34,7.36,1.62,2.65,3.42,0.97,0.75,2,2.16,1.87,3.49,7.72,6.34,7.7,3.44,1.86,2.02,4.1,1.16,1.19,1.36,1.05,16.2,1.75,2.59,6.04,0.88,66.25,0.96,1.03,11.78,0.88,26501.58,34047.16,82.54,0.2,46.7,49.69,15.61,7.36,172.86,5852.43,63.8,45.64,99.38,95.09,507.13,394.58,1096.05,780.32,4754.34,1822.5,767.44
Africa,Northern Africa,Tunis,Tunisia,2.78,15.45,4.63,1.54,2.16,0.78,0.52,0.24,0.43,0.16,0.78,1.07,8.63,4.45,9.49,1.53,1.84,0.81,0.55,0.51,0.44,0.33,0.24,4.94,1.18,1.01,2.78,0.22,13.9,0.17,0.31,4.63,0.7,35377.72,30606.77,51.78,0.07,19.65,26.28,8.5,4.63,94.91,2768.42,39.65,45.56,89.08,71.81,214.79,161.29,409.08,278.78,886.1,679.75,258.24
Asia,Western Asia,Manisa,Turkey,2.15,9.66,3.35,1.61,1.74,1.33,0.5,0.15,0.71,0.33,1.22,1.37,4.92,3.77,7.44,0.77,1.07,0.59,0.95,0.51,0.26,0.61,0.29,5.36,1.39,1.88,1.49,0.46,13.41,0.38,0.38,2.68,1.18,34870.89,31864.84,38.22,0.08,8.25,15.2,10.73,1.88,42.92,2503.55,34.87,18.78,64.38,37.55,152,94.78,308.47,201.18,804.71,938.83,411.3
Europe,Western Asia,Istanbul,Turkey,5.36,24.14,4.29,2.68,3.22,1.84,0.88,0.31,0.96,0.51,1.65,1.75,5.96,4.08,8.99,0.85,1.71,1.1,0.86,0.6,0.51,0.63,0.32,8.05,1.67,2.23,1.66,0.43,32.3,0.54,0.38,3.76,1.31,40235.64,32493.73,67.55,0.07,8.58,25.84,12.44,3.76,236.33,5011.35,46.84,31.23,77.96,61.89,538.89,312.32,1033.08,576.51,2409.59,1198.16,382.09
Asia,Western Asia,Ankara,Turkey,3.76,16.09,3.76,2.15,2.74,1.67,0.73,0.3,0.95,0.44,1.27,1.68,4.91,3.89,8.48,0.74,1.58,0.73,0.87,0.55,0.44,0.65,0.24,6.81,1.53,2.05,1.61,0.38,18.72,0.54,0.32,2.68,1.4,34870.89,31706.71,50.99,0.05,8.75,20.11,10.69,2.68,201.4,4342.93,35.15,26.54,67.75,53.5,280.27,153.34,483.53,334.68,755.11,499.27,368.3
Asia,Western Asia,Izmir,Turkey,3.76,18.78,3.76,1.88,2.33,1.65,0.62,0.24,0.9,0.37,1.27,1.54,5.35,3.97,8.76,0.77,1.31,0.77,1.07,0.61,0.43,0.62,0.32,6.44,1.43,1.98,1.61,0.38,18.72,0.54,0.48,3.22,1.31,35461.01,28864.54,61.98,0.07,7.97,17.58,11.88,2.68,163.53,3292.27,28.93,26.58,64.72,46.71,270.29,162.91,433.61,280.85,1044.66,623.65,315.66
Asia,Western Asia,Van,Turkey,2.01,8.05,3.08,1.61,2.41,1.1,0.54,0.27,0.63,0.45,1.21,1.19,5.03,2.88,6.9,0.67,0.99,0.6,0.79,0.42,0.35,0.77,0.25,4.29,1.79,2.24,1.42,0.27,15.56,0.78,0.38,1.07,1.18,25750.81,25080.21,31.29,0.05,8.18,10.73,6.71,1.88,150.21,3218.85,18.78,16.81,54.54,24.14,75.11,59.91,169.88,138.59,646.66,428.99,281.65
Africa,Eastern Africa,Kampala,Uganda,1.74,26.75,8.56,1.07,1.87,2.74,0.48,0.31,0.77,1.09,1.14,1.64,4.34,4.68,4.34,2.92,1.19,1.63,1.1,1.03,0.95,1.05,0.54,9.36,1.06,1.74,2.54,1.07,40.13,1.07,0.54,2.68,1.4,13375.5,10186.99,52.16,0.1,57.34,59.08,14.16,5.35,191.72,5066.45,16.97,21.18,49.16,59.69,326.03,160.51,1011.68,407.95,1262.45,4811.86,162.07
Europe,Eastern Europe,Kyiv,Ukraine,6.76,26.53,3.6,0.97,1.76,1.31,0.62,0.46,0.97,0.68,1.56,1.29,7.81,3.72,6.02,0.58,1.21,1.33,2.03,0.47,0.64,1.03,0.47,4.06,0.82,1.28,1.89,0.3,9.47,1.35,0.25,3.25,1.43,22174.79,17565.97,93.2,0.04,5.12,23.71,11.85,3.65,308.59,5885.93,55.91,33.36,74.42,87.22,470.28,292.37,935.19,486.59,1995.3,1043.37,514.15
Europe,Eastern Europe,Lviv,Ukraine,4.46,20.29,4.06,1.08,1.62,1.22,0.55,0.42,0.89,0.6,1.35,1.23,6.16,3.57,5.45,0.48,0.99,1.17,1.47,0.37,0.43,0.91,0.46,4.06,0.74,1.18,1.89,0.41,6.22,1.35,0.22,2.43,1.33,23075.63,17381.29,69.12,0.02,4.71,20.42,8.75,4.06,209.66,3011.83,51.61,30.92,61.69,71.53,379.04,259.35,592.02,398.72,1297.95,803.4,452.52
Europe,Eastern Europe,Kharkiv,Ukraine,4.46,19.93,3.52,0.81,1.35,1.09,0.49,0.31,0.8,0.5,0.93,1.12,6.07,3.24,5.36,0.51,0.88,1.07,1.15,0.37,0.4,0.84,0.42,4.06,0.77,1.14,1.89,0.22,5.95,1.35,0.22,3.25,0.9,17063.46,18169.29,102.68,0.02,4.58,17.88,10.33,3.31,222.51,3130.34,47.08,30.01,67.2,75.48,337.01,211.66,608.48,375.21,1239.07,689.13,397.6
Europe,Eastern Europe,Mykolaiv,Ukraine,3.38,17.58,2.98,0.54,1.35,0.77,0.47,0.3,0.76,0.38,0.96,1.08,5.77,3.67,6.22,0.48,0.81,1.24,0.95,0.38,0.39,0.66,0.44,2.71,0.65,0.98,1.84,0.19,8.12,0.81,0.2,3.25,0.83,15359.15,14015.31,86.72,0.02,3.31,13.19,6.36,2.98,139.68,2678.18,51.4,23.24,62.6,59.44,179.7,116.32,337.89,255.6,504.81,434.6,396.44
Europe,Eastern Europe,Dnipro,Ukraine,6.76,21.64,3.52,1.08,1.49,1.09,0.63,0.43,0.87,0.52,1.32,1.22,6.88,3.55,5.19,0.52,0.99,1.07,1.58,0.37,0.57,0.76,0.47,4.06,0.71,1.06,1.93,0.27,11.76,1.49,0.27,2.25,1.04,21641.86,16870.72,82.08,0.03,4.92,16.3,11.21,3.11,245.72,7150.83,37.17,33.17,62.91,87.92,328.01,213.04,560.72,381.74,1039.68,805.75,386.6
Europe,Eastern Europe,Zaporizhzhia,Ukraine,5.41,19.61,4.06,0.81,1.35,0.84,0.48,0.39,0.72,0.5,0.93,1.05,6.22,3.28,4.87,0.34,0.8,0.88,1.72,0.29,0.35,1.24,0.35,2.71,0.64,0.91,1.62,0.22,10.14,1.15,0.27,3.25,1.22,16753.98,24234.29,87.76,0.03,4.46,19.39,11.26,2.57,135.26,2272.4,29.76,28.4,66.01,73.04,148.79,108.21,284.05,223.18,753.86,640.31,344.92
Europe,Eastern Europe,Odesa,Ukraine,5.41,21.64,4.06,0.84,1.35,1.21,0.62,0.46,0.91,0.57,1.35,1.31,6.79,3.65,5.36,0.61,1.01,1.22,1.55,0.48,0.53,0.56,0.47,3.25,0.78,1.13,1.89,0.41,11.9,1.49,0.27,4.06,1.18,16775.13,16791.44,85.93,0.03,5.05,17.45,8.25,3.79,212.67,3319.71,57.46,31.95,71.35,82.98,262.48,170.14,511.77,279.99,1155.96,749.79,335.39
